city,county,model_year,make,model,electric_vehicle_type,n_cars
Maple Valley,King,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Mountlake Terrace,Snohomish,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Bothell,King,2023,AUDI,Q4,Battery Electric Vehicle (BEV),2
Maple Valley,King,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Bothell,King,2023,BMW,IX,Battery Electric Vehicle (BEV),2
Westport,Grays Harbor,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Maple Valley,King,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),2
Woodinville,Snohomish,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Mountlake Terrace,Snohomish,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2022,VOLVO,C40,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),2
Seatac,King,2020,KIA,NIRO,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),2
Westport,Grays Harbor,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Seatac,King,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Renton,King,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2023,FORD,F-150,Battery Electric Vehicle (BEV),2
Westport,Grays Harbor,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),2
Seatac,King,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Bothell,King,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Maple Valley,King,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Seatac,King,2022,KIA,NIRO,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),2
Woodinville,Snohomish,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
White Salmon,Klickitat,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,King,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Sammamish,King,2014,FIAT,500,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Seatac,King,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,FORD,F-150,Battery Electric Vehicle (BEV),2
Westport,Grays Harbor,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),2
Mountlake Terrace,Snohomish,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
West Richland,Benton,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),2
Seatac,King,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),2
Seatac,King,2015,FIAT,500,Battery Electric Vehicle (BEV),2
Seabeck,Kitsap,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),2
West Richland,Benton,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
West Richland,Benton,2023,KIA,EV6,Battery Electric Vehicle (BEV),2
Maple Valley,King,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Bothell,King,2022,BMW,IX,Battery Electric Vehicle (BEV),2
Seatac,King,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),2
Sammamish,King,2016,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),2
Seatac,King,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Lopez Island,San Juan,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Seabeck,Kitsap,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2022,LUCID,AIR,Battery Electric Vehicle (BEV),2
West Richland,Benton,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),2
Bothell,King,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),2
Bothell,King,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),2
Woodinville,Snohomish,2016,KIA,SOUL,Battery Electric Vehicle (BEV),2
Lopez Island,San Juan,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Sammamish,King,2017,BMW,I3,Battery Electric Vehicle (BEV),2
Lopez Island,San Juan,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Lopez Island,San Juan,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),2
Sammamish,King,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),2
Seabeck,Kitsap,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),2
Lopez Island,San Juan,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Seatac,King,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
North Bend,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Sammamish,King,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),2
Renton,King,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Seatac,King,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Woodinville,King,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,King,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),2
Maple Valley,King,2016,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Seatac,King,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),2
West Richland,Benton,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Sammamish,King,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2023,FORD,F-150,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Renton,King,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),2
Maple Valley,King,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Sammamish,King,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),2
Mukilteo,Snohomish,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Seatac,King,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Renton,King,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),2
Longview,Cowlitz,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),2
Longview,Cowlitz,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2015,FIAT,500,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),2
Maple Valley,King,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2022,BMW,I4,Battery Electric Vehicle (BEV),2
Seattle,King,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),2
Liberty Lake,Spokane,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),2
Beaux Arts,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2015,FIAT,500,Battery Electric Vehicle (BEV),2
Bothell,Snohomish,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),2
Maple Valley,King,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),2
Bothell,Snohomish,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
White Salmon,Klickitat,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),2
Renton,King,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Wenatchee,Chelan,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2016,KIA,SOUL,Battery Electric Vehicle (BEV),2
Ruston,Pierce,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),2
Ruston,Pierce,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),2
Renton,King,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),2
Liberty Lake,Spokane,2023,BMW,I4,Battery Electric Vehicle (BEV),2
Maple Valley,King,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),2
Seattle,King,2014,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),2
Woodinville,King,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),2
White Salmon,Klickitat,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Liberty Lake,Spokane,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),2
Woodinville,Snohomish,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Beaux Arts,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Woodinville,Snohomish,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Beaux Arts,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Mount Vernon,Skagit,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Beaux Arts,King,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),2
Liberty Lake,Spokane,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Bothell,Snohomish,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),2
Mount Vernon,Skagit,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),2
Lemoore,Kings,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Seattle,King,2017,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),2
Ruston,Pierce,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),2
Naselle,Pacific,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Renton,King,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),2
Wenatchee,Chelan,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Mount Vernon,Skagit,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Maple Valley,King,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),2
Mount Vernon,Skagit,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),2
Renton,King,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),2
Seattle,King,2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),2
Liberty Lake,Spokane,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),2
Renton,King,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,King,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),2
Bothell,King,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
White Salmon,Klickitat,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Maple Valley,King,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Mountlake Terrace,Snohomish,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Renton,King,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Renton,King,2016,FIAT,500,Battery Electric Vehicle (BEV),2
Sammamish,King,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Long Beach,Pacific,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),2
Mountlake Terrace,Snohomish,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Wenatchee,Chelan,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Maple Valley,King,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
Sammamish,King,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2022,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2020,KIA,NIRO,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Maple Valley,King,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Bainbridge Island,Kitsap,2022,VOLVO,C40,Battery Electric Vehicle (BEV),2
Seatac,King,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Renton,King,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),2
Bainbridge Island,Kitsap,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Maple Valley,King,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Battle Ground,Clark,2023,KIA,EV6,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),2
Blaine,Whatcom,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),2
Sammamish,King,2013,FIAT,500,Battery Electric Vehicle (BEV),2
Bothell,King,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),2
Longbranch,Pierce,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Maple Valley,King,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),2
Mountlake Terrace,Snohomish,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2014,BMW,I3,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),2
Lilliwaup,Mason,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Renton,King,2015,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),2
Libertyville,Lake,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),2
Liberty Lake,Spokane,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),2
Bothell,Snohomish,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Woodinville,King,2022,LUCID,AIR,Battery Electric Vehicle (BEV),2
Beaux Arts,King,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Bothell,Snohomish,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),2
Renton,King,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),2
Sacramento,Sacramento,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Wenatchee,Chelan,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Wenatchee,Chelan,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Valley,King,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,King,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),2
Blaine,Whatcom,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),2
Renton,King,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),2
Seatac,King,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),2
Bothell,King,2024,BMW,IX,Battery Electric Vehicle (BEV),2
Naches,Yakima,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),2
Renton,King,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),2
Battle Ground,Clark,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),2
Seattle,King,2011,AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,Battery Electric Vehicle (BEV),2
Salkum,Lewis,2022,FORD,F-150,Battery Electric Vehicle (BEV),2
Bothell,King,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),2
Bothell,Snohomish,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),2
Renton,King,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),2
Seattle,King,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),2
Maple Falls,Whatcom,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),2
Mukilteo,Snohomish,2020,KIA,NIRO,Battery Electric Vehicle (BEV),2
